price,quantity,total_value,age,tenure_months,churn
-0.33141388028281776,-0.7050751873697942,-0.4379715901403038,-0.11131036138599985,0.4197315909091054,1
1.2108734178653944,-0.7050751873697942,0.41719603765540986,0.638822644332137,0.8233820363919222,0
1.2108734178653944,0.7093183680360119,1.583333711922292,-0.6364034653886956,-0.27224060134715194,0
-0.33141388028281776,-1.4122719650726974,-0.5934566133758882,-0.03629706081418617,1.5153542286481796,0
-0.33141388028281776,0.7093183680360119,-0.1270015436691352,1.3889556500502738,1.2846968312294271,0
-0.8899088261273976,1.416515145738915,-0.7457023652940644,0.7138359449039506,0.7657176870372341,0
-0.19120594408752575,-1.4122719650726974,-0.554585357566992,1.1639157483348328,1.6883472767122438,0
1.2108734178653944,0.0021215903331087897,1.000264874788851,-0.48637686424506826,0.30440289219972916,1
1.2108734178653944,1.416515145738915,2.1664025490557335,-1.3115231705350188,1.5730185780028676,1
0.27615384323011427,-0.7050751873697942,-0.10108737312987115,0.8638625460475781,-1.0795414923127855,0
1.2108734178653944,1.416515145738915,2.1664025490557335,0.038716239757627516,-1.1372058416674737,0
-0.33141388028281776,0.7093183680360119,-0.1270015436691352,1.4639689506220874,1.4576898792934914,0
0.27615384323011427,1.416515145738915,0.8706940220925308,1.0138891471912055,-1.6561849858596667,1
-0.8875720271908094,-1.4122719650726974,-0.7476459280845092,0.9388758466193917,0.07374549478097672,1
-0.33141388028281776,-1.4122719650726974,-0.5934566133758882,-1.0114699682477641,-0.5605623481205926,0
1.2108734178653944,1.416515145738915,2.1664025490557335,0.7138359449039506,-0.6758910468299688,0
-0.19120594408752575,0.7093183680360119,0.02848347956644911,0.2637561414730686,0.8233820363919222,0
-0.8875720271908094,0.7093183680360119,-0.7437588025036196,0.5638093437603233,-1.1948701910221617,0
1.2108734178653944,1.416515145738915,2.1664025490557335,-0.6364034653886956,-1.5408562871502904,0
2.3792728861594945,-0.7050751873697942,1.0650503011370112,1.3889556500502738,-0.7912197455393449,1
-0.33141388028281776,0.7093183680360119,-0.1270015436691352,0.5638093437603233,0.6503889883278579,1
-0.33141388028281776,-1.4122719650726974,-0.5934566133758882,-0.7114167659605093,-0.9065484442487212,0
-0.8899088261273976,0.0021215903331087897,-0.7469980738210277,0.33876944204488224,0.8233820363919222,0
1.2108734178653944,0.7093183680360119,1.583333711922292,0.33876944204488224,0.01608114542628861,1
-0.19120594408752575,0.7093183680360119,0.02848347956644911,0.4887960431885096,-0.27224060134715194,0
